Unnamed: 0,quote,author,tags,likes,sentiment,normalized_likes
1990,Tucker: Why would you tell me now if it's against the rules?Clara: Because I love you.,"Cynthia Hand, Unearthly",love,339.0,0.6369,0.0021884388273075727
1991,"Do you love me, Westley? Is that it?’	He couldn’t believe it. ‘Do I love you? My God, if your love were a grain of sand, mine would be a universe of beaches. If your love were—‘	‘I don’t understand the first one yet,’ Buttercup interrupted. She was starting to get very excited now. ‘Let me get this straight. Are you saying my love is the size of a grain of sand and yours is this other thing? Images just confuse me so—is this universal business of yours bigger than my sand? Help me, Westley. I have the feeling we’re on the verge of something just terribly important.’	‘I have stayed these years in my hovel because of you. I have taught myself languages because of you. I have made my body strong because I thought you might be pleased by a strong body. I have lived my life with only the prayer that some sudden dawn you might glance in my direction. I have not known a moment in years when the sight of you did not send my heart careening against my rib cage. I have not known a night when your visage did not accompany me to sleep. There has not been a morning when you did not flutter behind my waking eyelids….Is any of this getting through to you, Buttercup, or do you want me to go on for a while?’	‘Never stop.’	‘There has not been—‘	‘If you’re teasing me, Westley, I’m just going to kill you.’	‘How can you even dream I might be teasing?’	‘Well, you haven’t once said you loved me.’	‘That’s all you need? Easy. I love you. Okay? Want it louder? I love you. Spell it out, should I? I ell-oh-vee-ee why-oh-you. Want it backward? You love I.’	‘You are teasing now; aren’t you?’	‘A little maybe; I’ve been saying it so long to you, you just wouldn’t listen. Every time you said ‘Farm boy do this’ you thought I was answering ‘As you wish’ but that’s only because you were hearing wrong. ‘I love you’ was what it was, but you never heard, and you never heard.","William Goldman, The Princess Bride","love,humor",337.0,0.9834,0.002175489485134155
1992,You don’t need scores of suitors. You need only one… if he’s the right one.,"Louisa May Alcott, Little Women","love,philosophy",438.0,0.0,0.0028294312648917434
1993,"Eric called Al's suicide brave, and he was wrong. My mother's death was brave. I remember how calm she was, how determined. It isn't just brave that she died for me; it is brave that she did it without announcing it, without hesitation, and without appearing to consider another option.","Veronica Roth, Divergent",love,267.0,0.4614,0.0017222625090645394
1994,"I touch the tip of my finger to his lips. ""There are secrets in here,"" I say. ""I want them out.""He tries to bite my finger.I steal it back.","Tahereh Mafi, Ignite Me",love,299.0,-0.4404,0.001929451983839221
1995,"You were born together, and together you shall be forevermore.You shall be together when the white wings of death scatter your days.Ay, you shall be together even in the silent memory of God.But let there be spaces in your togetherness,And let the winds of the heavens dance between you.Love one another, but make not a bond of love:Let it rather be a moving sea between the shores of your souls.Fill each other's cup but drink not from one cup.Give one another of your bread but eat not from the same loafSing and dance together and be joyous, but let each one of you be alone,Even as the strings of a lute are alone though they quiver with the same music.Give your hearts, but not into each other's keeping.For only the hand of Life can contain your hearts.And stand together yet not too near together:For the pillars of the temple stand apart,And the oak tree and the cypress grow not in each other's shadow.",Kahlil Gibran,"love,women",,0.8338,
1996,"I’ve never been the one. Not for anybody.”He closed the distance between them. “You’ll get used to it.” He tipped her face up to his, kissed her.“Why? Why am I the one?”“Because my life opened up, and it flooded with color when you walked back into it.","Nora Roberts, Vision in White","love,women",268.0,0.4515,0.0017287371801512482
1997,"Would you just stay with me?Stay with you? What for? Look at us! We're already fighting!Well that's what we do! We fight! You tell me when I'm being an arrogant son of a bitch and I tell you when you're being a pain in the ass! Which you are, 99% of the time. I'm not afraid to hurt your feelings, you have like a two-second rebound rate and you're back doing the next pain in the ass thing.So, what?So it's not gonna be easy, it's gonna be really hard. And we're gonna have to work at this everyday, but I wanna do that because I want you. I want all of you, forever. You and me. Everyday.","Nicholas Sparks, The Notebook",love,,-0.9142,
1998,"I will find you.In the farthest corner, I will find you.","Mary E. Pearson, The Kiss of Deception",love,,0.0,
1999,"The feeling of loving her and being loved by her welled up in him, and he could taste the adrenaline in the back of his throat, and maybe it wasn't over, and maybe he could feel her hand in his again and hear her loud, brash voice contort itself into a whisper to say I-love-you as if it were a secret, and an immense one.","John Green, An Abundance of Katherines",love,,0.9169,
2000,True love is born from understanding.,Gautama Buddha,"love,humanity,learning",,0.7906,
2001,"Now there is one thing I can tell you: you will enjoy certain pleasures you would not fathom now. When you still had your mother you often thought of the days when you would have her no longer. Now you will often think of days past when you had her. When you are used to this horrible thing that they will forever be cast into the past, then you will gently feel her revive, returning to take her place, her entire place, beside you. At the present time, this is not yet possible. Let yourself be inert, wait till the incomprehensible power ... that has broken you restores you a little, I say a little, for henceforth you will always keep something broken about you. Tell yourself this, too, for it is a kind of pleasure to know that you will never love less, that you will never be consoled, that you will constantly remember more and more.",Marcel Proust,"love,death",315.0,0.3213,0.0020330467212265613
2002,Real museums are places where Time is transformed into Space.,"Orhan Pamuk, The Museum of Innocence","love,people",319.0,0.0,0.002058945405573397
2003,"If loneliness was a choice, what was the other option? To settle for second-best and try to be happy with that? And was that fair to the person you settled for?","Lisa Kleypas, Sugar Daddy","love,death",246.0,0.5775,0.0015862944162436546
2004,"I am lost without you. I am soulless, a drifter without a home, a solitary bird in a flight to nowhere. I am all these things, and I am nothing at all. This, my darling, is my life without you. I long for you to show me how to live again.","Nicholas Sparks, Message in a Bottle",love,248.0,0.3612,0.0015992437584170724
2005,"You are mistaken, Mr. Darcy, if you suppose that the mode of your declaration affected me in any other way, than as it spared the concern which I might have felt in refusing you, had you behaved in a more gentlemanlike manner."" (Elizabeth Bennett)","Jane Austen, Pride and Prejudice","love,leadership,women",271.0,-0.7003,0.0017481611934113744
2006,"I’ll tell them,” she said. “I’ll tell them it was my fault.”He looked at her, gold eyes incredulous. “You can’t lie to them.”“I’m not. I brought you back,” she said. “You were dead, and I brought you back. I upset the balance, not you. I opened the door for Lilith and her stupid ritual. I could have asked for anything, and I asked for you.” She tightened her grip on his shirt, her fingers white with cold and pressure. “And I would do it again. I love you, Jace Wayland—Herondale—Lightwood—whatever you want to call yourself. I don’t care. I love you and I wil always love you, and pretending it could be any other way is just a waste of time.","Cassandra Clare, City of Fallen Angels",love,221.0,0.4939,0.001424427639075935
2007,"I am beginning to understand,"" said the little prince. ""There is a flower... I think that she has tamed me...",Antoine de Saint-Exupéry,love,229.0,0.0,0.0014762250077696053
2008,"There is an emotional promiscuity we’ve noticed among many good young men and women. The young man understands something of the journey of the heart. He wants to talk, to “share the journey.” The woman is grateful to be pursued, she opens up. They share the intimacies of their lives - their wounds, their walks with God. But he never commits. He enjoys her... then leaves. And she wonders, What did I do wrong? She failed to see his passivity. He really did not ever commit or offer assurances that he would. Like Willoughby to Marianne in Sense and Sensibility.Be careful you do not offer too much of yourself to a man until you have good, solid evidence that he is a strong man willing to commit. Look at his track record with other women. Is there anything to be concerned about there? If so, bring it up. Also, does he have any close male friends - and what are they like as men? Can he hold down a job? Is he walking with God in a real and intimate way? Is he facing the wounds of his own life, and is he also demonstrating a desire to repent of Adam’s passivity and/or violence? Is he headed somewhere with his life? A lot of questions, but your heart is a treasure, and we want you to offer it only to a man who is worthy and ready to handle it well.","Stasi Eldredge, Captivating: Unveiling the Mystery of a Woman's Soul","love,women,heart",228.0,0.9637,0.0014697503366828965
2009,"Love chooses to believe the best about people. It gives them the benefit of the doubt. It refuses to fill in the unknowns with negative assumptions. And when our worst hopes are proven to be true, love makes every effort to deal with them and move forward. As much as possible, love focuses on the positive.","Stephen Kendrick, The Love Dare",love,217.0,0.9623,0.0013985289547290998
2010,"So I am not a broken heart. I am not the weight I lost or miles or ran and I am not the way I slept on my doorstep under the bare sky in smell of tears and whiskey because my apartment was empty and if I were to be this empty I wanted something solid to sleep on. Like concrete. I am not this year and I am not your fault.I am muscles building cells, a little every day, because they broke that day,but bones are stronger once they heal and I am smiling to the bus driver and replacing my groceries once a week and I am not sitting for hours in the shower anymore. I am the way a life unfolds and bloom and seasons come and go and I am the way the spring always finds a way to turn even the coldest winter into a field of green and flowers and new life. I am not your fault.",Charlotte Eriksson,"life,love,inspiration,death,pain,heart",,0.8145,
2011,"Do any of us, except in our dreams, truly expect to be reunited with our hearts' deepest loves, even when they leave us only for minutes, and on the most mundane of errands? No, not at all. Each time they go from our sight we in our secret hearts count them as dead. Having been given so much, we reason, how could we expect not to be brought as low as Lucifer for the staggering presumption of our love?",Stephen King,love,214.0,0.7236,0.0013791049414689734
2012,We need to help people to discover the true meaning of love. Love is generally confused with dependence. Those of us who have grown in true love know that we can love only in proportion to our capacity for independence.,"Fred Rogers, The World According to Mister Rogers: Important Things to Remember","love,inspiration",268.0,0.9744,0.0017287371801512482
2013,"Individuals who want to believe that there is no fulfillment in love, that true love does not exist, cling to these assumptions because this despair is actually easier to face than the reality that love is a real fact of life but is absent from their lives.","bell hooks, All About Love: New Visions",love,254.0,0.8094,0.0016380917849373251
2014,"It’s the way he had a cup of tea waiting for me when I woke up. It’s the way he turned on his laptop especially for me to look up all my Internet horoscopes and helped me choose the best one. He knows all the crappy, embarrassing bits about me that I normally try to hide from any man for as long as possible… and he loves me anyway.","Sophie Kinsella, Can You Keep a Secret?",love,212.0,0.25,0.001366155599295556
2015,"It was finally becoming clear to her that love wasn't about finding someone perfect to marry. Love was about seeing through to the truth of a person, and accepting all their shades of light and dark. Love was an ability.","Lisa Kleypas, Tempt Me at Twilight","love,women",216.0,0.9779,0.001392054283642391
2016,"It can be difficult to leave a long-term relationship, even when our inner-wisdom tells us it's time to let go. At this point, we can choose let go and endure the intense pain of leaving behind the familiar to make way for a new chapter in our life. Or we can stay and suffer a low-grade pain that slowly eats away at our heart and soul, like an emotional cancer. Until we wake up, one day and realize, we are buried so deep in the dysfunction of the relationship that we scarcely remember who we were and what we wanted and needed to be.",Jaeda DeWalt,"love,truth,advice",262.0,-0.9485,0.0016898891536309955
2017,People who meet in airports are seventy-two percent more likely to fall for each other than people who meet anywhere else.,"Jennifer E. Smith, The Statistical Probability of Love at First Sight",love,526.0,0.0,0.0033992023205221176
2018,"I'm telling you this for one reason and one reason only: No matter how sure you are of someone's love, it's always nice to hear it.","Mike Gayle, Turning Thirty",love,208.0,0.802,0.0013402569149487207
2019,"From the stars, to the stars.","Renee Ahdieh, The Rose & the Dagger",love,,0.0,
2020,"After all, my erstwhile dear,My no longer cherished,Need we say it was not love,Just because it perished?","Edna St. Vincent Millay, Collected Poems","love,poetry",454.0,-0.29600000000000004,0.002933026002279084
2021,Are those the only options? Nothing or forever?,"Sarah Dessen, This Lullaby",love,321.0,0.0,0.0020718947477468145
2022,"I might appear confident and chatty, but I spend most of my time laughing at jokes I don't find funny, saying things I don't really mean - because at the end of the day that's what we're all trying to do: fit in, one way or another, desperately trying to pretend we're all the same.","Tabitha Suzuma, Forbidden",love,,0.6176,
2023,Everyone has choices to make no one has the right to take those choices away from us. Not even out of love..,"Cassandra Clare, City of Ashes",love,296.0,-0.29600000000000004,0.0019100279705790944
2024,"I hadn't been out to the hives before, so to start off she gave me a lesson in what she called 'bee yard etiquette'. She reminded me that the world was really one bee yard, and the same rules work fine in both places. Don't be afraid, as no life-loving bee wants to sting you. Still, don't be an idiot; wear long sleeves and pants. Don't swat. Don't even think about swatting. If you feel angry, whistle. Anger agitates while whistling melts a bee's temper. Act like you know what you're doing, even if you don't. Above all, send the bees love. Every little thing wants to be loved.","Sue Monk Kidd, The Secret Life of Bees","life,love",292.0,0.1783,0.0018841292862322595
2025,"Life is like a game of chess.To win you have to make a move.Knowing which move to make comes with IN-SIGHTand knowledge, and by learning the lessons that areacculated along the way.We become each and every piece within the game called life!","Allan Rufus, The Master's Sacred Knowledge","love,truth,happiness,poetry,spiritual,leadership,change,mind,society,depression,positive-thinking,self-improvement",351.0,0.7644,0.0022661348803480787
2026,"In a strange way, I had fallen in love with my depression. Dr. Sterling was right about that. I loved it because I thought it was all I had. I thought depression was the part of my character that made me worthwhile. I thought so little of myself, felt that I had such scant offerings to give to the world, that the one thing that justified my existence at all was my agony.","Elizabeth Wurtzel, Prozac Nation","love,depression",293.0,-0.0772,0.0018906039573189683
2027,"It's not that I can't live without you; it's that I don't want to. There's a difference. We all make choices in life and I choose you.My heart belongs to you. And I'm not asking for it back, even if you won't want it anymore. I'm just asking for a chance to have your again. I promise I'll be more careful with it this time.","J. Sterling, The Perfect Game","love,heart",272.0,0.5788,0.0017546358644980836
2028,"If a man whistles at you, don't turn around. You are a lady not a dog.",Niall Horan,love,264.0,0.0,0.001702838495804413
2029,"I will be with her again, or I will die. There aren’t any other options","Julie Kagawa, The Iron Knight",love,251.0,-0.5994,0.0016186677716771988
2030,How would your life be different if…You approached all relationships with authenticity and honesty? Let today be the day…You dedicate yourself to building relationships on the solid foundation of truth and authenticity.,"Steve Maraboli, Life, the Truth, and Being Free","life,love,truth,inspiration",250.0,0.7269,0.00161219310059049
2031,"Right now, I had everything I could ask for. It wasn't a long list, but it was a very satisfying one, starting with the love of my life back in my arms.","Becca Fitzpatrick, Silence","life,love",238.0,0.905,0.0015344970475499845
2032,Under loves heavy burden do I sink.--Romeo,"William Shakespeare, Romeo and Juliet",love,274.0,0.2023,0.0017675852066715012
2033,"Right now, it's hard to imagine that it is raining anywhere in the world.","Maggie Stiefvater, Linger",love,226.0,-0.1027,0.001456800994509479
2034,"This desire to govern a woman -- it lies very deep, and men and women must fight it together.... But I do love you surely in a better way then he does."" He thought. ""Yes -- really in a better way. I want you to have your own thoughts even when I hold you in my arms.","E.M. Forster, A Room with a View",love,289.0,0.9217,0.0018647052729721329
2035,"I have loved to the point of madness; that which is called madness, that which to me, is the only sensible way to love.",Françoise Sagan,love,,0.5106,
2036,It was rather beautiful: the way he put her insecurities to sleep. The way he dove into her eyes and starved all the fears and tasted all the dreams she kept coiled beneath her bones.,Christopher Poindexter,"love,dreams,trust",248.0,-0.3818,0.0015992437584170724
2037,"Does he treat you with respect at all times? That's the first question. The second question is, if he is the exact same person twenty years from now that he is today, would you still want to marry him? And finally, does he inspire to be a better person? You find someone you can answer yes to all three, then you've found a good man.","Colleen Hoover, Slammed",love,2577.0,0.9574,0.016678752719361856
2038,And we all know love is a glass which makes even a monster appear fascinating.,"Alberto Moravia, The Woman of Rome","love,women,learning",261.0,0.8271,0.0016834144825442867
2039,"Abuse manipulates and twists a child’s natural sense of trust and love. Her innocent feelings are belittled or mocked and she learns to ignore her feelings. She can’t afford to feel the full range of feelings in her body while she’s being abused—pain, outrage, hate, vengeance, confusion, arousal. So she short-circuits them and goes numb. For many children, any expression of feelings, even a single tear, is cause for more severe abuse. Again, the only recourse is to shut down. Feelings go underground.","Laura   Davis, Allies in Healing: When the Person You Love Is a Survivor of Child Sexual Abuse","love,pain,trust",,-0.9557,
2040,"You are not a perfect woman.You have an evil temper, you’re as blind as a mole, you’re a deplorable poet, and frankly, your French accent could use some work.” Supporting himself on his elbows, Leo took her face in his hands. “But when I put those things together with the rest of you, it makes you into the most perfectly imperfect woman I’ve ever known.","Lisa Kleypas, Married By Morning",love,212.0,-0.7954,0.001366155599295556
2041,"Because love, love is never finished. It circles and circles, the memories out of order and not always complete.","Sara Zarr, Sweethearts",love,211.0,0.8555,0.001359680928208847
2042,"There will never be a good time, financially, to get married, unless you're Shaq or Ray Romano. But somehow people manage. If your man is using money as an excuse not to marry you, it's your relationship that's insecure, not his bank account.","Greg Behrendt, He's Just Not That Into You: The No-Excuses Truth to Understanding Guys",love,213.0,-0.6002,0.0013726302703822649
2043,Love fades. Mine has.,"Richelle Mead, Spirit Bound",love,1177.0,0.6369,0.007614213197969543
2044,"I can't promise you an ordinary experience, Kate. I wish I could transform myself into a normal man and be there for you, always, without the trauma that defines my life as ""the walking dead."" Since that isn't possible, I can only reassure you that I will do everything in my power to make it up to you. To give you more than a normal boyfriend could. I have no idea what that will mean, exactly, but I'm looking forward to finding out. With you.","Amy Plum, Die for Me",love,186.0,0.2812,0.001197814151041127
2045,"Other people spoke, and I tried to keep up with the translations. All the stories were about Dimitri's kindness and strength of character. Even when not out battling the undead, Dimitri had always been there to help those who needed it. Almost everyone could recall sometime that Dimitri had stepped up to help others, going out of his way to do what was right, even in situations that could put him at risk. That was no surprise to me. Dimitri always did the right thing.And it was that attitude that had made me love him so much. I had a similar nature. I too rushed in when others needed me, sometimes when I shouldn't have. Others called me crazy for it, but Dimitri had understood. He'd always understood me, and part of what we'd worked on was how to temper that impulsive need to run into danger with reason and calculation. I had a feeling no one else in this world would ever understand me like he did.","Richelle Mead, Blood Promise",love,189.0,-0.1513,0.0012172381643012534
2046,What does the brain matter compared with the heart?,"Virginia Woolf, Mrs. Dalloway",love,570.0,0.0258,0.003684087848337304
2047,"I'll tell you something, Harpy,"" he said, his voice almost a whisper now. ""It never even occurred to me that we wouldn't make it. And it never occurred to you that we would. You were just waiting for us to go down in flames. I thought we could get through anything.","Kristan Higgins, My One and Only","love,death",337.0,0.0,0.002175489485134155
2048,God's definition of what matters is pretty straightforward. He measures our lives by how we love.,"Francis Chan, Crazy Love: Overwhelmed by a Relentless God","love,purpose",312.0,0.8176,0.002013622707966435
2049,"Well, obviously, she's feeling very sad, because of Cedric dying. Then I expect she's feeling confused because she liked Cedric and now she likes Harry, and she can't work out who she likes best. Then she'll be feeling guilty, thinking it's an insult to Cedric's memory to be kissing Harry at all, and she'll be worrying about what everyone else might say about her if she starts going out with Harry. And she probably can't work out what her feelings towards Harry are anyway, because he was the one who was with Cedric when Cedric died, so that's all very mixed up and painful. Oh, and she's afraid she's going to be thrown off the Ravenclaw Quidditch team because she's flying so badly."" A slightly stunned silence greeted the end of this speech, then Ron said, ""One person can't feel all that at once, they'd explode.","J.K. Rowling, Harry Potter and the Order of the Phoenix",love,319.0,0.1711,0.002058945405573397
2050,You are afraid of it because it is stronger than you you hate it because you are afraid of it you love it because you cannot subdue it to your will. Only the unsubduable can be loved.,"Yevgeny Zamyatin, We",love,359.0,0.7906,0.002317932249041749
2051,We all have an old knot in the heart we wish to untie.,"Michael Ondaatje, The Cat's Table","love,death,memory",317.0,0.4019,0.0020459960633999797
2052,I feel like I’ve been split open and stuffed with sunshine.,"Tahereh Mafi, Ignite Me","love,humor",306.0,0.6908,0.0019747746814461824
2053,That’s what it feels like when you touch me. Like millions of tiny universes being born and then dying in the space between your finger and my skin. Sometimes I forget.,"Iain Thomas, I Wrote This For You","love,science",372.0,0.4767,0.002402102973168963
2054,"I made such a fool of myself,” she lamented.“Love does not make you a fool.”“He didn’t love me back.”“That does not make you a fool, either.”“Just tell me …” Her voice cracked. “When does it stop hurting?”“Sometimes never.","Mitch Albom, The Time Keeper",love,283.0,-0.4215,0.0018258572464518806
2055,"Sometimes love is a surprise, an instant of recognition, a sudden gift at a sudden moment that makes everything different from then on. Some people will say that's not love, that you can't really love someone you don't know. But, I'm not so sure. Love doesn't seem to follow a plan; it's not a series of steps. It can hit with the force of nature--an earthquake, a tidal wave, a storm of wild relentless energy that is beyond your simple attempts at control.",Deb Caletti,love,258.0,0.9307,0.0016639904692841605
2056,"When you meet someone so different from yourself, in a good way, you don't even have to kiss to have fireworks go off. It's like fireworks in your heart all the time. I always wondered, do opposites really attract? Now I know for sure they do. I'd grown up going to the library as often as most people go to the grocery store. Jackson didn't need to read about exciting people or places. He went out and found them, or created excitement himself if there wasn't any to be found. The things I like are pretty simple. Burning CDs around themes, like Songs to Get You Groove On and Tunes to Fix a Broken Heart; watching movies; baking cookies; and swimming. It's like I was a salad with a light vinaigrette, and Jackson was a platter of seafood Cajun pasta. Alone, we were good. Together, we were fantastic.","Lisa Schroeder, I Heart You, You Haunt Me",love,235.0,0.9846,0.001515073034289858
2057,Love is like quicksilver in the hand. Leave the fingers open and it stays. Clutch it and it darts away.,Dorothy Parker,love,240.0,0.8658,0.001547446389723402
2058,"Smirking, he says, ""Whatever spell you just tried to cast on me, it didn't work, so I think you need to go back to Hogwarts.","Jenny Han, To All the Boys I've Loved Before","love,humor",277.0,0.0,0.0017870092199316274
2059,"I am almost a hundred years old; waiting for the end, and thinking about the beginning.There are things I need to tell you, but would you listen if I told you how quickly time passes?I know you are unable to imagine this.Nevertheless, I can tell you that you will awake someday to find that your life has rushed by at a speed at once impossible and cruel. The most intense moments will seem to have occurred only yesterday and nothing will have erased the pain and pleasure, the impossible intensity of love and its dog-leaping happiness, the bleak blackness of passions unrequited, or unexpressed, or unresolved.","Meg Rosoff, What I Was","life,love,death,people",258.0,0.9229999999999999,0.0016639904692841605
2060,"...when you decide you want to be with someone forever, you want forever to start right now.","Alexandra Potter, Do You Come Here Often?",love,,0.1531,
2061,"Many, many readers have written asking me wistfully about the nature of Sam and Grace's relationship, and I can assure you, that sort is absolutely real. Mutual, respectful, enduring love is completely attainable as long as you swear you won't settle for less.","Maggie Stiefvater, Forever",love,219.0,0.8646,0.0014114782969025176
2062,"What is love? There is nothing in the world, neither man nor Devil nor any thing, that I hold as suspect as love, for it penetrates the soul more than any other thing. Nothing exists that so fills and binds the heart as love does. Therefore, unless you have those weapons that subdue it, the soul plunges through love into an immense abyss.","Umberto Eco, The Name of the Rose (Everyman's Library",love,247.0,0.8965,0.0015927690873303634
2063,That must be love: when everything else in the world could implode and you wouldn't care as long as you had that one person standing beside you.,"Katie McGarry, Dare You To",love,209.0,0.3761,0.0013467315860354295
2064,"Productiveness is your acceptance of morality, your recognition of the fact that you choose to live--that productive work is the process by which man's consciousness controls his existence, a constant process of acquiring knowledge and shaping matter to fit one's purpose, of translating an idea into physical form, of remaking the earth in the image of one's values--that all work is creative work if done by a thinking mind, and no work is creative if done by a blank who repeats in uncritical stupor a routine he has learned from others--that your work is yours to choose, and the choice is as wide as your mind, that nothing more is possible to you and nothing less is human--that to cheat your way into a job bigger than your mind can handle is to become a fear-corroded ape on borrowed motions and borrowed time, and to settle down into a job that requires less than your mind's full capacity is to cut your motor and sentence yourself to another kind of motion: decay--that your work is the process of achieving your values, and to lose your ambition for values is to lose your ambition to live--that your body is a machine, but your mind is its driver, and you must drive as far as your mind will take you, with achievement as the goal of your road--that the man who has no purpose is a machine that coasts downhill at the mercy of any boulder to crash in the first chance ditch, that the man who stifles his mind is a stalled machine slowly going to rust, that the man who lets a leader prescribe his course is a wreck being towed to the scrap heap, and the man who makes another man his goal is a hitchhiker no driver should ever pick up--that your work is the purpose of your life, and you must speed past any killer who assumes the right to stop you, that any value you might find outside your work, any other loyalty or love, can be only travelers you choose to share your journey and must be travelers going on their own power in the same direction.","Ayn Rand, Atlas Shrugged","life,love,writing,purpose",,-0.0129,
2065,"They were still in the happier stage of love. They were full of brave illusions about each other, tremendous illusions, so that the communion of self with self seemed to be on a plane where no other human relations mattered. They both seemed to have arrived there with an extraordinary innocence as though a series of pure accidents had driven them together, so many accidents that at last they were forced to conclude that they were for each other. They had arrived with clean hands, or so it seemed, after no traffic with the merely curious and clandestine.","F. Scott Fitzgerald, Tender Is the Night",love,247.0,0.8225,0.0015927690873303634
2066,"I hold the bottle out into the rain and watch as the steady flow slowly fills it. When there is enough, enough that Beth can clearly see, I close the bottle and hand it to her.She raises a skeptical eyebrow, but accepts the bottle.""It's our rain Beth.""Her head barely shakes to show her confusion while I rub the back of my neck and search for my courage. ""I told you I loved you in this rain and when you doubt my words, I want you to look at this bottle.","Katie McGarry, Dare You To",love,194.0,0.8834,0.0012496115197347974
2067,"I'll always want him. Until every sun goes dark in every sky, until I am nothing more than long-forgotten cosmic dust, I will want him. And even then I suspect my particles will long for his.","Ann Aguirre, Doubleblind","love,sex",211.0,-0.1531,0.001359680928208847
2068,"Say it,” I gritted out.“The High Lord of the Night Court is your mate.","Sarah J. Maas, A Court of Mist and Fury",love,359.0,0.0,0.002317932249041749
2069,This is how the girl who couldn't speak and the man who couldn't see fell in love.,"Margaret Atwood, The Blind Assassin",love,205.0,0.6369,0.0013208329016885945
2070,"Me quota ang pag-ibig. Sa bawat limang umiibig, isa lang ang magiging maligaya. Ang iba, iibig sa di sila iniibig. Iibig nang di natututo. O iibig sa wala. O di iibig kailanman.","Ricky Lee, Para Kay B",love,196.0,0.0,0.001262560861908215
2071,"I miss you.I miss you. I miss you, I miss you.Be ready, because when I see you, I'll never let you go again.","Veronica Rossi, Through the Ever Night",love,,-0.2263,
2072,He said that we belonged together because he was born with a flower and I was born with a butterfly and that flowers and butterflies need each other for survival.,"Gemma Malley, The Declaration","life,love,death",220.0,0.0,0.0014179529679892262
2073,"You said you didn't want to get involved with me,that one of us would get hurt and how you couldn't bear it. Well that just isn't good enough..Look what happens to people just living their lives. They get hurt, it's not fair they get hurt but they do, all the time, no matter how careful they are. Somebody can just just come along and hurt them, for no stupid reason..","Julian Gough, Juno & Juliet","life,love,hope",184.0,-0.9562,0.0011848648088677097
2074,"For many, love is a two-sided coin. It can strengthen or stifle, expand or enfeeble, perfect or pauperize. When love is returned, we soar. We are taken to heights unseen, where it delights, invigorates, and beautifies. When love is spurned, we feel crippled, disconsolate, and bereaved. Polish the coin and you will see only requited love on both sides. I was destined to love you and I will belong to you forever.",Colleen Houck,love,186.0,0.9859,0.001197814151041127
2075,"Loving you forever can't be wrong. Even though you're not here, can't move on",Lana Del Rey,love,222.0,0.7546,0.0014309023101626438
2076,I love you so much that nothing can matter to me - not even you...Only my love- not your answer. Not even your indifference,"Ayn Rand, The Fountainhead",love,,0.8582,
2077,"Just for the record, she still loves you. She wouldn't bother to torture you if she didn't. ","Chuck Palahniuk, Diary",love,381.0,0.8352,0.002460375012949342
2078,"You can love somebody without it being like that. You keep them a stranger, a stranger who's a friend.","Truman Capote, Breakfast at Tiffany's","love,friendship",354.0,0.7423,0.0022855588936082053
2079,"Jesus Christ lived in the midst of his enemies. At the end all his disciples deserted him. On the Cross he was utterly alone, surrounded by evildoers and mockers. For this cause he had come, to bring peace to the enemies of God. So the Christian, too, belongs not in the seclusion of a cloistered life but in the thick of foes. There is his commission, his work. 'The kingdom is to be in the midst of your enemies. And he who will not suffer this does not want to be of the Kingdom of Christ; he wants to be among friends, to sit among roses and lilies, not with the bad people but the devout people. O you blasphemers and betrayers of Christ! If Christ had done what you are doing who would ever have been spared' (Luther).","Dietrich Bonhoeffer, Life Together: The Classic Exploration of Christian Community","love,inspiration,religion",360.0,-0.2781,0.0023244069201284576
2080,"I asked you here tonight because when you realise you want to spend the rest of your life with somebody, you want the rest of your life to start as soon as possible.","Graeme Simsion, The Rosie Project","love,truth",337.0,0.1531,0.002175489485134155
2081,Mysteries of attraction could not always be explained through logic. Sometimes the fractures in two separate souls became the very hinges that held them together.,"Lisa Kleypas, Devil in Winter",love,334.0,0.4588,0.002156065471874029
2082,"It was not the passion that was new to her, it was the yearning adoration. She knew she had always feared it, for it left her helpless; she feared it still, lest if she adored him too much, then she would lose herself, become effaced, and she did not want to be effaced, a slave, like a savage woman. She must not become a slave. She feared her adoration, yet she would not at once fight against it.",D.H. Lawrence,"love,passion",291.0,-0.6391,0.0018776546151455507
2083,"Falling in love in a Christian way is to say,'I am excited about your future and I want to be part of getting you there. I'm signing up for the journey with you. Would you sign up for the journey to my true self with me? It's going to be hard but I want to get there.",Timothy J. Keller,love,,0.6486,
2084,"Perhaps the reason we are unable to love is that we yearn to be loved, that is, we demand something (love) from our partner instead of delivering ourselves up to him demand-free and asking for nothing but his company.",Milan Kundera,love,,0.5859,
2085,"I delete the picture of him from my phone; I delete his number. I think that if I just delete him enough, it will be like none of it ever happened and my heart won't hurt so badly","Jenny Han, To All the Boys I've Loved Before",love,331.0,0.1493,0.0021366414586139024
2086,"The Quiet WorldIn an effort to get people to lookinto each other’s eyes more,and also to appease the mutes,the government has decidedto allot each person exactly one hundred and sixty-seven words, per day.When the phone rings, I put it to my ear without saying hello. In the restaurant I point at chicken noodle soup.I am adjusting well to the new way.Late at night, I call my long distance lover, I only used fifty-nine today. When she doesn’t respond,I know she’s used up all her words, thirty-two and a third times.After that, we just sit on the line and listen to each other breathe.","Jeffrey McDaniel, Forgiveness Parade","love,poetry",,0.7906,
